event_code,event_name,event_title
BOME,BOD Meeting,"MCF-BoD's resolution dated October 28, 2016"
KQQY,Quarterly results,MCF- Q3/2016 financial statements
KQQY,Quarterly results,MCF- H1/2016 financial statements
KQQY,Quarterly results,MCF- Q2/2016 financial statements
BOME,BOD Meeting,MCF-BoD's resolution on H1/2016 business result
BOME,BOD Meeting,"MCF-BoD's resolution dated April 23, 2016"
KQQY,Quarterly results,MCF-Q1/2016 financial statements
AGMR,AGM Resolution,MCF-2016 AGM's resolution
BCHA,Key Personnel Change,"MCF-Appoints Mr. Vo Van Let as Control member from March 19, 2016"
BOME,BOD Meeting,"MCF-BoD's resolution dated March 19, 2016"
AGME,Annual General Meeting,MCF-Holds 2016 AGM
DIV,Cash Dividend,"MCF-Pays 1st 2015 interim cash dividend at VND1,060/share"
BOME,BOD Meeting,"MCF-BoD's resolution dated February 22, 2016"
KQCT,Final Annual Results,MCF- 2015 audited financial statements
BOME,BOD Meeting,"MCF-BoD's resolution dated January 22, 2016"
KQQY,Quarterly results,MCF- Q4/2015 financial statements
BOME,BOD Meeting,MCF-BoD's resolution on 2016 business plan
KQQY,Quarterly results,
OTHE,Other events,
BCHA,Key Personnel Change,
BCHA,Key Personnel Change,
BOME,BOD Meeting,
KQQY,Quarterly results,
KQQY,Quarterly results,
AGMR,AGM Resolution,
BOME,BOD Meeting,
KQCT,Final Annual Results,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
BCHA,Key Personnel Change,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
KQQY,Quarterly results,
BOME,BOD Meeting,
KQQY,Quarterly results,
BOME,BOD Meeting,
KQQY,Quarterly results,
BOME,BOD Meeting,
KQQY,Quarterly results,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
KQQY,Quarterly results,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
KQQY,Quarterly results,
AIS,Additional Listing,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
KQQY,Quarterly results,
BOME,BOD Meeting,
BOME,BOD Meeting,
KQQY,Quarterly results,
BOME,BOD Meeting,
EGME,Extraordinary General Meeting,
BOME,BOD Meeting,
KQQY,Quarterly results,
KQCT,Final Annual Results,
KQQY,Quarterly results,
NLIS,New listing,
DIV,Cash Dividend,MCH - Pay cash dividend 2023 - Interim 1 at VND 4500/share
AGME,Annual General Meeting,MCH - Holds 2023 AGM
AIS,Additional Listing,"MCH - Registers additional 668,061 shares"
AGME,Annual General Meeting,MCH - Holds 2022 AGM
DIV,Cash Dividend,"MCH - Pays Year, 2020 cash dividend at VND4500/share"
AIS,Additional Listing,"MCH- Registers additional 3,869,214 shares"
DIV,Cash Dividend,"MCH - Pays Interim 2, 2019 cash dividend at VND4500/share"
AGME,Annual General Meeting,MCH - Holds 2020 AGM
AIS,Additional Listing,"MCH - Registers 91,946,156 additional shares"
ISS,Share Issue,MCH-Issues bonus shares at 15%
AIS,Additional Listing,"MCH - Regists 3,049,325 additional shares"
DIV,Cash Dividend,"MCH - Pays Year, 2018 cash dividend at VND4500/share"
AGME,Annual General Meeting,MCH - Holds 2019 AGM
AIS,Additional Listing,MCH - Registers 79.555.519 additional shares
ISS,Share Issue,MCH-Issues bonus shares at 15%
AIS,Additional Listing,MCH - Registers 5.240.827 additional shares
DIV,Cash Dividend,"MCH - Pays Year, 2017 cash dividend at VND4500/share"
AGME,Annual General Meeting,MCH-Holds 2018 AGM
KQQY,Quarterly results,MCH-Q3/2017 financial statements (holding company)
KQQY,Quarterly results,MCH-Interim 2017 reviewed consolidated financial statements
KQQY,Quarterly results,MCH-Q2/2017 consolidated financial statements
BOME,BOD Meeting,"MCH-BoD's resolution dated July 18, 2017"
BCHA,Key Personnel Change,"MCH-Appoints Mr. Truong Cong Thang as Chairman from June 23, 2017"
BOME,BOD Meeting,"MCH-BoD's resolution dated June 19, 2017"
BOME,BOD Meeting,"MCH-BoD's resolution dated June 06, 2017"
EGME,Extraordinary General Meeting,MCH-Holds 2017 extra-ordinary shareholders' meeting
DIV,Cash Dividend,"MCH - Pays Interim 2, 2016 cash dividend at VND4500/share"
BOME,BOD Meeting,"MCH-BoD's resolution dated May 18, 2017"
BOME,BOD Meeting,"MCH-BoD's resolution dated April 28, 2017"
BOME,BOD Meeting,"MCH-BoD's resolution dated April 28, 2017"
AGMR,AGM Resolution,MCH- 2017 AGM's resolution
KQCT,Final Annual Results,MCH- 2016 audited consolidated financial statements
KQCT,Final Annual Results,MCH- 2016 audited financial statements (Holding company)
AGME,Annual General Meeting,MCH-Holds 2017 AGM
BCHA,Key Personnel Change,MCH-Dismisses Mr. Le Trung Thanh as Deputy CEO - Chief Commercial Officer
KQQY,Quarterly results,MCH-Q4/2016 consolidated financial statements
NLIS,New listing,MCH-Officially starts trading on UPCoM
BCHA,Key Personnel Change,"MSCC-Mr. Ming Lu and Mr. David Tan Wei Ming resign from the position of Board member from January 28, 2016"
DIV,Cash Dividend,"MSCC-Pays 2nd 2014 cash dividend and 2015 interim cash dividend at VND6,000/share"
BOME,BOD Meeting,"MSCC-BoD's resolution dated May 15, 2015"
AGMR,AGM Resolution,MSCC-2015 AGM's resolution
BCHA,Key Personnel Change,"MSCC-Appoints Mr. Nguyen Anh Nguyen as Deputy CEO, head of Information Technology from February 25, 2015"
BOME,BOD Meeting,"MSCC-BoD's resolution dated February 13, 2015"
TS,Treasury Stocks,"MSCC-Already repurchased 18,000,000 shares as treasury shares"
BOME,BOD Meeting,"MSCC-BoD's resolution dated January 13, 2015"
BOME,BOD Meeting,"MSCC-BoD's resolution dated December 30, 2014"
BOME,BOD Meeting,"MSCC-BoD's resolution dated October 31, 2014"
BOME,BOD Meeting,"MSCC-BoD's resolution dated August 25, 2014"
BCHA,Key Personnel Change,"MSCC-Appoints Mr. Huynh Viet Thang as Chief accountant in replacement for Ms. Do Thi Thanh Tam from June 2, 2014"
BOME,BOD Meeting,"MSCC-BoD's resolution dated May 28, 2014"
DIV,Cash Dividend,"MSCC-Pays 2013 cash dividend and 2014 interim cash dividend at VND11,000/share"
BOME,BOD Meeting,"MSCC-BoD's resolution dated May 9, 2014"
BCHA,Key Personnel Change,"MSCC-Appoints Mr. Nguyen Quynh Lam as Head of Control Committee from April 28, 2014"
AGMR,AGM Resolution,MSCC- 2014 AGM's resolution
BCHA,Key Personnel Change,"MSCC-Appoints Mr. Nguyen Dang Quang as Chairman from April 23, 2014"
BOME,BOD Meeting,"MSCC-BoD's resolution dated April 23, 2014"
AGME,Annual General Meeting,MSCC-Holds 2014 AGM
BCHA,Key Personnel Change,"MSCC-Appoints Mr. Le Trung Thanh as Deputy CEO cum Managing Director, Beverage Division from February 13, 2014"
BOME,BOD Meeting,"MSCC-BoD's resolution dated February 13, 2014"
BOME,BOD Meeting,"MSCC-BoD's resolution dated July 2,2 013"
BCHA,Key Personnel Change,"MSCC-Appoints Mr. Pham Dinh Toai as Deputy CEO, head of Development Business from July 1, 2013"
BOME,BOD Meeting,"MSCC-BoD's resolution dated May 23, 2013"
AGMR,AGM Resolution,MSCC- 2013 AGM's resolution
AGME,Annual General Meeting,MSCC-Holds 2013 AGM
BOME,BOD Meeting,"MSCC-BoD's resolution dated February 5, 2013"
BOME,BOD Meeting,"MSCC-BoD's resolution dated January 29, 2013"
BCHA,Key Personnel Change,"MSCC-Ms. Nguyen Thu Hien resigns from the position of Control Member from January 2, 2013"
BOME,BOD Meeting,"MSCC-BoD's resolution dated December 22, 2012"
BOME,BOD Meeting,"MSCC-BoD's resolution dated December 6, 2012"
BOME,BOD Meeting,"MSCC-BoD's resolution dated October 1, 2012"
BOME,BOD Meeting,"MSCC-BoD's resolution dated September 27, 2012"
AGME,Annual General Meeting,MSCC-Holds 2012 AGM
BALLOT,Record date for ballot,MSCC-Holds shareholders' circular ballot
AGME,Annual General Meeting,MSCC-Holds 2018 AGM
DIV,Cash Dividend,MCM - Pay cash dividend 2023 - Interim 1 at VND 1000/share
DIV,Cash Dividend,MCM - Pay cash dividend 2022 - Interim 2 at VND 1000/share
AGME,Annual General Meeting,MCM - Holds 2023 AGM
DIV,Cash Dividend,MCM - Pay cash dividend 2022 - Interim 1 at VND 1000/share
DIV,Cash Dividend,MCM - Pay cash dividend 2021 - Interim 2 at VND 1500/share
AGME,Annual General Meeting,MCM - Holds 2022 AGM
DIV,Cash Dividend,"MCM - Pays Interim 1, 2021 cash dividend at VND1000/share"
DIV,Cash Dividend,"MCM - Pays Interim 2, 2020 cash dividend at VND1500/share"
AIS,Additional Listing,"MCM - Registers additional shares 39,864,189 shares"
AGME,Annual General Meeting,MCM - Holds 2021 AGM
ISS,Share Issue,"MCM - Issues additional shares for existing shareholders at 100:5 at VND20,000/share"
NLIS,New listing,MCM- Officially registers shares on UPCoM
EGME,Extraordinary General Meeting,MCP - Holds 2023 extra-ordinary shareholders meeting
AGME,Annual General Meeting,MCP - Holds 2023 AGM
AGME,Annual General Meeting,MCP - Holds 2022 AGM
DIV,Cash Dividend,"MCP - Pays Year, 2020 cash dividend at VND785/share"
AGME,Annual General Meeting,MCP - Holds 2021 AGM
DIV,Cash Dividend,"MCP - Pays Interim 2, 2018 cash dividend at VND800/share"
AGME,Annual General Meeting,MCP - Holds 2020 AGM
AGME,Annual General Meeting,MCP - Holds 2019 AGM
DIV,Cash Dividend,"MCP - Pays Interim 2, 2017 and interim 1, 2018 cash dividend at VND1200/share"
EGME,Extraordinary General Meeting,MCP - Holds 2018 extra-ordinary shareholders' meeting
DIV,Cash Dividend,"MCP - Pays Interim 2, 2016 and Interim 1, 2017 cash dividend at VND1400/share"
BOME,BOD Meeting,"MCP-BoD's resolution dated May 29, 2017"
BCHA,Key Personnel Change,"MCP-Key personnel changes from May 20, 2017"
AGMR,AGM Resolution,MCP-2017 AGM's resolution
BOME,BOD Meeting,"MCP-BoD's resolution dated April 27, 2017"
AGME,Annual General Meeting,MCP-Holds 2017 AGM
BOME,BOD Meeting,"MCP-BoD's resolution dated January 16, 2017"
KQQY,Quarterly results,MCP-Q3/2016 financial statements
BOME,BOD Meeting,"MCP-BoD's resolution dated October 16, 2016"
DIV,Cash Dividend,"MCP-Pays 2nd 2015 and 1st 2016 cash dividend at VND1,000/share"
BOME,BOD Meeting,"MCP-BoD's resolution dated July 25, 2016"
KQQY,Quarterly results,MCP-Q2/2016 financial statements
AGMR,AGM Resolution,MCP-2016 AGM's resolution
BOME,BOD Meeting,"MCP-BoD's resolution dated May 11, 2016"
BOME,BOD Meeting,"MCP-BoD's resolution dated March 16, 2016"
AGME,Annual General Meeting,MCP-Holds 2016 AGM
DDALL,Director Deal,"MCP-Mr. Tran Thanh Tung, head of the control committee, bouhgt 21,500"
DDALL,Director Deal,"MCP-Mr. Tran Thanh Tung, Information disclosure offier, registers to buy 21,550 shares"
KQQY,Quarterly results,MCP-Q4/2015 financial statements
AIS,Additional Listing,"MCP-Lists additional 4,525,027 shares"
KQQY,Quarterly results,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
AIS,Additional Listing,
BOME,BOD Meeting,
BOME,BOD Meeting,
AGMR,AGM Resolution,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
AIS,Additional Listing,
BOME,BOD Meeting,
BOME,BOD Meeting,
AIS,Additional Listing,
BOME,BOD Meeting,
BOME,BOD Meeting,
KQCT,Final Annual Results,
KQCT,Final Annual Results,
EGME,Extraordinary General Meeting,MDC - Holds 2023 extra-ordinary shareholders meeting
DIV,Cash Dividend,MDC - Pay cash dividend 2022 - Year at VND 700/share
AGME,Annual General Meeting,MDC - Holds 2023 AGM
DIV,Cash Dividend,MDC - Pay cash dividend 2021 - Year at VND 650/share
AGME,Annual General Meeting,MDC - Holds 2022 AGM
DIV,Cash Dividend,"MDC - Pays Year, 2020 cash dividend at VND600/share"
AGME,Annual General Meeting,MDC - Holds 2021 AGM
DIV,Cash Dividend,"MDC - Pays Year, 2019 cash dividend at VND600/share"
AGME,Annual General Meeting,MDC - Holds 2020 AGM
AGME,Annual General Meeting,MDC - Holds 2019 AGM
DIV,Cash Dividend,"MDC - Pays Year, 2017 cash dividend at VND400/share"
AGME,Annual General Meeting,MDC-Holds 2018 AGM
BCHA,Key Personnel Change,"MDC-Appoints Mr. Le Trong Cuong as Information disclosure officer in replacement for Ms. Trinh Thi Nguyet Hang from August 09, 2017"
KQQY,Quarterly results,MDC-Q2/2017 financial statements
OTHE,Other events,"MDC-Selects PKF Vietnam Auditing Company Limited as 2017 financial statements auditing firm from July 04, 2017"
DIV,Cash Dividend,"MDC - Pays Year, 2016 cash dividend at VND600/share"
AGMR,AGM Resolution,MDC- 2017 AGM's resolution
BCHA,Key Personnel Change,"MDC-Key personnel changes from April 3, 2017"
KQCT,Final Annual Results,MDC- 2016 audited financial statements
AGME,Annual General Meeting,MDC-Holds 2017 AGM
KQQY,Quarterly results,MDC-Q4/2016 financial statements
BOME,BOD Meeting,"MDC-BoD's resolution dated December 22, 2016"
KQQY,Quarterly results,MDC- Q3/2016 financial statements
AIS,Additional Listing,"MDC-Lists 6,334,394 additional shares"
KQQY,Quarterly results,MDC-H1/2016 financial statements
ISS,Share Issue,MDC-Issues bonus shares at the rate of 42%
KQQY,Quarterly results,MDC-Q2/2016 financial statements
AGMR,AGM Resolution,MDC- 2016 AGM's resolution
BCHA,Key Personnel Change,"MDC-Key personnel changes from April 27, 2016"
KQQY,Quarterly results,MDC-Q1/2016 financial statements
KQCT,Final Annual Results,MDC- 2015 financial statements
AGME,Annual General Meeting,MDC-Holds 2016 AGM
KQQY,Quarterly results,MDC- Q4/2015 financial statements
KQQY,Quarterly results,
OTHE,Other events,
KQQY,Quarterly results,
BCHA,Key Personnel Change,
KQQY,Quarterly results,
BCHA,Key Personnel Change,
KQQY,Quarterly results,
AGMR,AGM Resolution,
KQCT,Final Annual Results,
BCHA,Key Personnel Change,
KQQY,Quarterly results,
KQQY,Quarterly results,
KQQY,Quarterly results,
KQQY,Quarterly results,
KQQY,Quarterly results,
KQQY,Quarterly results,
BCHA,Key Personnel Change,
KQQY,Quarterly results,
AGMR,AGM Resolution,
KQQY,Quarterly results,
BCHA,Key Personnel Change,
KQQY,Quarterly results,
KQCT,Final Annual Results,
KQQY,Quarterly results,
KQQY,Quarterly results,
AIS,Additional Listing,
KQQY,Quarterly results,
KQQY,Quarterly results,
KQQY,Quarterly results,
KQCT,Final Annual Results,
AGME,Annual General Meeting,MDF - Holds 2023 AGM
DIV,Cash Dividend,MDF - Pay cash dividend 2021 - Interim 2 at VND 910/share
EGME,Extraordinary General Meeting,MDF - Holds 2022 extra-ordinary shareholders meeting
AGME,Annual General Meeting,MDF - Holds 2022 AGM
DIV,Cash Dividend,"MDF - Pays Interim 1, 2021 cash dividend at VND450/share"
DIV,Cash Dividend,"MDF - Pays Year, 2020 cash dividend at VND327/share"
AGME,Annual General Meeting,MDF - Holds 2020 AGM
DIV,Cash Dividend,"MDF - Pays Interim 1, 2019 cash dividend at VND300/share"
DIV,Cash Dividend,"MDF - Pays Year, 2018 cash dividend at VND300/share"
AGME,Annual General Meeting,MDF - Holds 2019 AGM
DIV,Cash Dividend,"MDF - Pays Year, 2017 cash dividend at VND400/share"
AGME,Annual General Meeting,MDF-Holds 2018 AGM
KQQY,Quarterly results,MDF-Interim 2017 reviewed financial statements
KQQY,Quarterly results,MDF-Q2/2017 financial statements
AGMR,AGM Resolution,MDF- 2017 AGM's resolution
AGME,Annual General Meeting,MDF-Holds 2017 AGM
KQSB,Year Interim Result,MDF- 2016 financial statements
KQQY,Quarterly results,MDF-Q4/2016 financial statements
KQQY,Quarterly results,MDF-Q3/2016 financial statements
KQQY,Quarterly results,MDF- H1/2016 financial statements
KQQY,Quarterly results,MDF- Q2/2016 financial statements
DIV,Cash Dividend,MDF-Pays 2nd 2015 cash dividend at VND135/share
AGMR,AGM Resolution,MDF- 2016 AGM's resolution
KQQY,Quarterly results,MDF- Q1/2016 financial statements
AGME,Annual General Meeting,MDF-Holds 2016 AGM
KQCT,Final Annual Results,MDF-2015 audited financial statements
AIS,Additional Listing,
KQQY,Quarterly results,
KQQY,Quarterly results,
AGMR,AGM Resolution,
BCHA,Key Personnel Change,
KQQY,Quarterly results,
AIS,Additional Listing,
AGMR,AGM Resolution,
EGME,Extraordinary General Meeting,
KQCT,Final Annual Results,
BCHA,Key Personnel Change,
KQCT,Final Annual Results,
BOME,BOD Meeting,
NLIS,New listing,
DIV,Cash Dividend,MDG - Pay cash dividend 2022 - Year at VND 600/share
AGME,Annual General Meeting,MDG - Holds 2023 AGM
DIV,Cash Dividend,MDG - Pay cash dividend 2021 - Interim 2 at VND 700/share
AGME,Annual General Meeting,MDG - Holds 2022 AGM
DIV,Cash Dividend,"MDG - Pays Interim 1, 2021 cash dividend VND300/Share"
AGME,Annual General Meeting,MDG - Holds 2021 AGM
DIV,Cash Dividend,"MDG- Pays Interim 1, 2020 cash dividend at VND300/Share"
AGME,Annual General Meeting,MDG - Holds 2020 AGM
DIV,Cash Dividend,"MDG - Pays Interim 2, 2018 cash dividend at VND100/share"
AGME,Annual General Meeting,MDG - Holds 2019 AGM
DIV,Cash Dividend,"MDG - Pays Interim 1, 2018 cash dividend at VND500/share"
DIV,Cash Dividend,"MDG - Pays interm 2, 2017 cash dividend at VND500/share"
AGME,Annual General Meeting,MDG-Holds 2018 AGM
DIV,Cash Dividend,"MDG-Pays Interim 1, 2017 cash dividend at VND1000/share"
BCHA,Key Personnel Change,"MDG-Appoints Ms. Khuc Thi Thanh Hoai as Chief accountant from February 01, 2018"
BCHA,Key Personnel Change,"MDG-Key personnel change from December 29, 2017"
BCHA,Key Personnel Change,"MDG-Mr. Nguyen Duc Thai resigns from the position of Board member cum CEO from December 29, 2017"
BCHA,Key Personnel Change,"MDG-Key personnel change from December 21, 2017"
EGME,Extraordinary General Meeting,MDG-Holds 2017 extra-ordinary shareholders' meeting
BCHA,Key Personnel Change,"MDG-Appoints Mr. Nguyen Luong Quan as Chairman in replacement for Mr. Nguyen Cong Khai from October 30, 2017"
BOME,BOD Meeting,"MDG-BoD's resolution dated October 30, 2017"
BOME,BOD Meeting,"MDG-BoD's resolution dated June 30, 2017"
DIV,Cash Dividend,MDG-Pays 2016 cash dividend at the rate of 5%
BCHA,Key Personnel Change,"MDG-Appoints Ms. Le Thi Quyet as Deputy CEO from June 01, 2017"
BOME,BOD Meeting,"MDG-BoD's resolution dated May 26, 2017"
AGMR,AGM Resolution,MDG-2017 AGM's resolution
OTHE,Other events,"MDG-Removed from list of alert shares from April 19, 2017"
BOME,BOD Meeting,"MDG-BoD's resolution dated March 17, 2017"
AGME,Annual General Meeting,MDG-Holds 2017 AGM
BOME,BOD Meeting,"MDG-BoD's resolution dated March 8, 2017"
DIV,Cash Dividend,MDG-Pays 2015 cash dividend at VND300/share
BOME,BOD Meeting,"MDG-BoD's resolution dated November 1, 2016"
KQQY,Quarterly results,MDG-Q2/2016 consolidated financial statements
BCHA,Key Personnel Change,MDG-Appoints Mr. Nguyen Van Minh as Board member
AGMR,AGM Resolution,MDG-
DDIND,Director Deal: Individual transactions,"MDG-Mr. Duong Van Vinh increased his holding to 507,960 shares "
AGME,Annual General Meeting,MDG-Holds 2016 AGM
BOME,BOD Meeting,MDG-BoD's resolution selecting record date for 2016 AGM
DDALL,Director Deal,"MDG-Mr. Nguyen Duc Thai, Board member/CEO, bought 123,819 shares "
AGMR,AGM Resolution,
BOME,BOD Meeting,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
BOME,BOD Meeting,
EGME,Extraordinary General Meeting,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
AGMR,AGM Resolution,
BCHA,Key Personnel Change,
TS,Treasury Stocks,
BCHA,Key Personnel Change,
BCHA,Key Personnel Change,
BCHA,Key Personnel Change,
TS,Treasury Stocks,
BOME,BOD Meeting,
TS,Treasury Stocks,
BOME,BOD Meeting,
BOME,BOD Meeting,
AIS,Additional Listing,
NLIS,New listing,
AGME,Annual General Meeting,MEC - Holds 2023 AGM
KQCT,Final Annual Results,MEC - Audited Financial Statement FY 2020 (holding company)
KQCT,Final Annual Results,MEC - Audited Financial Statement FY 2019 (holding company)
